# source, target, timestamp, duration
171,244,2219110,166
171,407,2220030,112
171,149,2221070,0
171,149,2221999,2
171,407,2377583,444
171,149,2400379,18
172,132,941300,0
172,132,941843,0
172,132,942224,0
172,310,1006162,0
172,132,1334536,99
174,452,151385,63
174,518,1010739,0
174,518,1010997,16
174,452,1032727,93
174,452,1034034,3
174,518,1070678,45
174,423,1465439,0
174,423,1465451,0
175,334,573858,7
176,219,1106726,57
176,219,1501546,0
176,219,1705247,95
176,219,2312633,2
177,260,2109784,17
178,293,487197,25
179,24,594297,27
179,24,1116496,62
179,24,1190508,0
179,24,1190532,2
180,501,129685,57
180,164,1026091,0
180,164,1026097,0
180,164,1026108,0
180,164,1026114,0
180,164,1026127,2
180,453,1091639,44
180,453,1093785,99
180,460,1094443,72
180,460,1094641,5
180,501,1514242,4
180,453,1722309,12
181,20,496619,65
181,8,2043582,49
181,508,2043753,8
181,321,2316425,30
182,142,1065332,0
182,142,2282926,53
184,373,762072,27
184,373,1485905,0
184,373,1485912,0
184,373,1485917,0
184,373,1485941,7
184,373,1498270,9
184,373,1498287,3
184,373,1498766,66
184,373,1800935,3
184,388,1800983,5
184,388,1801030,4
184,373,1801071,4
184,388,1801098,0
184,373,1937103,69
185,467,113261,28
185,365,1685277,184
185,265,1773097,94
187,64,829500,6
187,402,1106216,2
187,402,1126069,0
187,465,1591453,6
187,465,1592032,35
187,406,2199631,36
187,273,2307358,8
187,273,2307403,6
187,273,2307416,6
187,273,2307429,13
187,273,2307433,-1
187,273,2307491,0
187,273,2307495,0
187,273,2307499,0
187,273,2307553,6
187,273,2307854,6
187,64,2307899,3
187,273,2308849,2
187,273,2308886,3
187,273,2322763,17
188,534,66881,55
188,534,238911,17
188,393,925823,-1
188,393,926138,-1
188,46,1712027,70
189,240,1070122,33
190,400,983869,154
190,400,987237,154
190,400,1322391,-1
190,400,1325773,4
190,400,1328942,-1
190,400,1332322,5
191,299,1095922,2
191,299,1095948,0
192,324,327762,-1
192,324,479355,88
192,324,1211858,13
192,324,1879759,0
192,324,2139809,132
192,324,2306764,0
194,249,821501,3
194,249,821635,95
194,249,822827,3
194,249,822857,13
194,249,822898,7
194,249,822916,0
194,68,1015833,101
194,287,1016113,55
194,507,1016194,68
194,71,1016298,52
194,203,1016318,58
194,391,1017049,50
194,507,2291921,48
195,168,643613,87
195,168,644902,2
195,234,645116,15
195,234,645233,8
195,168,645609,3
195,168,646968,4
195,143,743523,5
195,143,743538,2
195,234,817968,0
195,289,1009312,82
195,224,1010190,78
195,438,1010358,1
195,289,1010467,0
195,289,1010480,333
195,224,1010917,94
195,438,1011060,1
195,438,1011136,0
195,164,1011733,62
195,131,1011881,6
195,131,1011926,85
195,224,1012152,3
195,224,1012171,83
195,323,1012712,72
195,83,1013525,67
195,390,1014032,72
195,143,1014144,53
195,269,1014834,2
195,269,1014876,69
195,168,1083011,1
195,248,1589770,48
195,248,1589835,18
195,168,2032013,17
195,134,2304980,23
197,299,313903,83
197,2,755775,0
197,2,755905,0
197,2,756042,2
197,2,756052,89
197,168,1013636,-1
197,168,1013758,58
197,305,1089008,2
197,2,1676864,44
197,305,1870695,2
197,168,2068479,127
197,305,2127546,85
197,305,2282633,96
198,200,46698,0
198,200,55162,9
198,199,149998,165
198,200,233184,66
198,200,234395,56
198,291,326026,24
198,291,326615,7
198,291,479231,71
198,291,486985,52
198,291,720429,22
198,291,813005,0
198,200,1256329,166
198,291,1324806,3
198,200,2134607,2
198,199,2394075,196
199,367,392453,37
199,367,608446,493
199,198,1098228,37
199,367,1449932,2
199,50,1518927,2
199,367,1620615,2
199,367,1620796,3
199,200,1671632,2
199,367,1676755,19
199,50,1676806,0
199,367,1705179,37
199,367,1758150,0
199,207,2294783,27
199,207,2295568,16
199,207,2313798,25
199,207,2313965,33
199,367,2315364,2
199,367,2328551,3
199,429,2364517,5
199,429,2365576,54
200,198,46716,112
200,198,55017,67
200,198,238405,9
200,198,238441,31
200,384,477435,0
200,384,1080965,48
200,199,1686196,203
200,198,2138429,124
200,384,2289881,0
201,136,816099,12
201,136,848510,73
202,125,577090,60
202,125,577226,46
202,125,580513,2
202,125,751859,181
202,125,843816,343
202,125,1010117,0
202,125,1010761,39
202,125,1011825,18
202,125,1016186,26
202,125,1017878,13
202,125,1414867,2
202,125,1509761,1
202,217,1967298,4
203,287,215904,3
203,414,215981,1
203,414,216042,1
203,194,667111,114
203,414,1945750,81
203,414,1945759,-1
203,287,2226534,135
204,361,1164938,-1
204,361,1191696,16
204,312,1210176,39
204,312,1214909,4
205,23,64118,8
205,364,65142,13
205,243,309620,27
205,243,324945,7
205,243,324959,6
205,243,324990,9
205,243,1071833,3
205,243,1094635,38
205,243,1253361,18
205,243,1255997,17
205,243,1340955,0
205,243,1350111,13
205,243,1353911,31
205,243,1704227,28
205,243,1704272,16
205,243,1959719,18
205,243,2050403,10
205,243,2050406,-1
205,243,2050494,3
205,243,2050955,1
205,243,2128315,3
205,243,2128324,60
205,243,2129744,73
205,23,2131649,-1
205,243,2147178,3
205,243,2148606,2
205,243,2310200,3
206,434,311559,84
206,434,311708,98
206,434,1117072,2317
207,344,489112,52
207,98,526614,342
207,98,527335,473
207,334,1122966,30
207,199,2313708,25
207,98,2318861,227
208,322,1066822,2
208,322,2291360,1
209,410,567668,0
209,313,569565,-1
209,410,573642,130
209,313,573807,-1
209,313,1099114,-1
211,35,1101219,2
211,35,1101318,-1
211,35,1101322,41
211,35,1101419,41
211,35,1101676,2
211,35,1101703,0
211,35,1101773,0
211,35,1101802,-1
211,127,1779613,-1
212,409,50727,5
212,409,50766,4
212,409,51682,1
212,409,56687,2
212,409,61083,2
212,409,71000,0
212,506,75319,18
212,409,145220,112
212,409,175325,21
212,506,200731,3
212,409,229644,7
212,409,303314,55
212,506,306015,26
212,409,317799,1
212,409,318219,46
212,409,320491,14
212,409,322847,92
212,409,323689,194
212,409,388785,1
212,409,396479,171
212,409,404428,135
212,409,479655,2
212,409,480586,0
212,409,480605,0
212,409,500503,24
212,409,501274,29
212,409,523933,22
212,409,561485,49
212,409,561985,100
212,409,595944,1
212,409,601819,0
212,409,675463,35
212,409,735538,156
212,409,832072,157
212,409,832530,1
212,409,905577,1
212,409,905605,3
212,409,917232,5
212,409,943344,25
212,409,1018030,15
212,409,1018105,68
212,409,1020218,65
212,409,1110206,20
212,409,1168860,2
212,409,1168888,3
212,409,1176222,18
212,409,1176309,41
212,409,1176666,74
212,409,1176858,54
212,409,1211276,1
212,409,1263788,40
212,409,1290857,1
212,409,1338782,122
212,506,1343454,43
212,409,1345842,0
212,409,1349876,0
212,409,1352992,0
212,506,1354179,3
212,409,1424673,3
212,409,1425828,29
212,409,1426479,13
212,409,1439582,2
212,409,1508788,4
212,409,1516127,3
212,409,1528671,0
212,409,1623707,75
212,409,1634843,17
212,409,1686653,4
212,409,1686874,66
212,409,1705861,2
212,409,1705953,1
212,409,1725951,2
212,409,1773566,10
212,409,1800480,0
212,409,1800484,0
212,409,1870812,2
212,409,1958326,2
212,409,1958380,0
212,409,1958416,2
212,409,2100657,3
212,409,2113225,2
212,409,2117972,1
212,409,2119844,2
212,506,2133006,3
212,409,2133396,3
212,409,2144375,1
212,409,2221482,0
212,409,2222850,30
212,409,2224596,279
212,409,2231602,50
212,409,2286558,155
212,409,2288627,3
212,409,2288990,65
212,409,2305368,18
213,248,2306303,76
214,285,1118148,-1
215,235,478336,28
216,38,822968,6
216,38,822977,0
218,271,70585,3
218,271,458259,35
218,271,829012,11
218,271,1020510,53
218,271,1040419,28
218,271,1069009,4
218,271,1509407,12
218,271,1587868,31
218,271,2022451,8
218,271,2194240,3
218,271,2274417,0
218,271,2293660,11
218,313,2302408,2
219,176,296020,33
219,176,986082,43
219,176,1482557,2
219,176,1482794,5
219,108,1484478,4
219,176,1591341,46
219,176,1783574,128
219,176,2056875,67
219,99,2116390,33
219,176,2313077,72
219,176,2317352,44
219,176,2317968,7
220,221,184,121
220,221,36265,74
220,221,422609,14
220,221,528168,12
220,221,528268,2
220,221,528303,0
220,221,616063,87
220,221,662981,2
220,221,663009,3
220,221,663043,1
220,221,663090,0
220,221,933869,45
220,221,944960,19
220,221,992674,0
220,221,1211970,0
220,221,1211976,0
220,221,1338238,0
220,221,1338252,0
220,221,1338270,52
220,221,1445279,0
220,221,1445480,23
220,221,1460597,59
220,221,1543247,13
220,221,1808118,89
220,221,1809127,26
220,221,1897063,43
220,221,1943501,17
220,221,1958299,9
220,221,2060697,2
220,221,2073878,19
220,221,2074537,2
220,221,2074568,32
220,221,2130986,2
220,221,2131069,75
220,221,2151162,63
221,220,5623,504
221,220,147024,23
221,220,312882,26
221,220,343159,0
221,220,404998,40
221,220,463439,10
221,220,515899,107
221,220,528307,53
221,220,594099,108
221,220,742067,0
221,220,917247,15
221,220,921728,15
221,220,1010057,0
221,27,1020275,53
221,141,1091513,-1
221,50,1091769,-1
221,141,1091899,40
221,50,1091979,66
221,27,1095030,3
221,50,1095187,81
221,27,1095942,2
221,50,1096037,35
221,50,1354387,15
221,50,1515046,2
221,27,1518616,0
221,220,1522178,45
221,220,1596336,21
221,220,1616119,0
221,27,1812683,48
221,220,1870084,0
221,220,1870123,0
222,122,315676,25
222,123,920424,0
222,40,1081512,2
222,350,1081549,0
224,83,1011513,0
224,83,1082730,81
224,83,1082907,81
224,83,1085777,91
224,83,1085955,91
225,107,548343,0
225,107,574068,13
225,196,1618914,56
226,236,1099057,54
226,236,1099077,0
228,371,373397,201
228,371,373404,0
228,371,414898,5
228,92,591308,2
228,92,591688,53
228,92,1674474,63
229,392,1777374,0
229,392,1777435,0
231,232,814259,0
231,232,839390,-1
231,232,1938171,723
231,232,1963326,723
231,232,2025083,18
231,232,2050220,19
231,232,2130793,0
232,85,1284672,0
232,231,1601360,178
232,231,1626481,178
233,283,2416368,4
233,283,2416399,3
234,168,642788,120
234,195,642997,85
234,168,645683,2
234,195,817530,-1
234,195,823868,180
234,417,1012098,49
234,285,1012921,68
234,49,1605251,0
235,306,727495,2
235,306,727570,16
235,215,740956,0
235,306,1679453,0
235,306,2315314,211
236,226,1081750,-1
237,79,1707278,0
237,79,1707481,0
237,79,1708212,0
237,79,1714824,45
237,79,1714925,9
239,478,1935397,3
239,278,2205152,32
240,189,485414,340
240,189,738344,23
240,189,740011,0
240,189,925874,139
240,189,1070080,3
240,189,1129021,49
240,189,1138559,3
240,189,1139544,0
240,189,1263353,3
240,189,1263363,3
240,189,1264600,3
240,189,1274055,3
240,189,1530047,37
240,498,1540787,23
240,189,1698691,51
240,498,2149394,18
240,189,2214147,3
240,189,2318990,28
240,498,2320940,0
240,189,2320946,0
241,113,1769665,23
242,428,907095,26
243,205,324820,14
243,205,418347,57
243,205,842899,25
243,205,1071546,1
243,205,1072047,15
243,205,1097235,37
243,205,1341148,46
243,205,1465825,0
243,205,1612816,2
243,205,1703462,2
243,205,1703573,2
243,205,1704635,11
243,205,1959307,2
243,205,1959643,1
243,205,2050015,2
243,205,2233200,24
244,171,145039,475
244,171,237532,3
244,171,237542,144
244,171,241564,59
244,171,1621107,-1
244,171,1703047,93
244,171,1790181,52
245,274,1077027,-1
245,274,1077079,27
245,413,1077104,5
245,411,1082364,4
247,65,62972,22
247,65,63038,23
247,65,159260,0
247,356,475441,3
247,356,1426572,0
247,356,1426574,0
247,356,1426576,0
247,356,1703611,24
248,502,124287,52
248,502,124365,0
248,289,147288,109
248,269,507905,0
248,269,507912,2
248,502,1448751,0
249,194,821312,-1
250,2,2036611,99
250,11,2313168,5
250,469,2315924,0
251,286,557227,3
252,444,587509,246
255,522,1095715,29
255,366,1101786,0
255,22,1101800,-1
255,22,1105524,31
255,522,1109484,210
255,475,1112526,7
255,475,1112843,101
255,475,1276381,8
255,22,1796958,-1
255,22,1798225,72
255,22,1798606,41
255,22,1825096,17
255,22,1825579,19
257,466,213344,22
257,466,998914,10
257,466,998980,10
257,466,999422,9
257,466,999486,8
257,466,1103623,62
257,466,1103694,62
257,466,1117725,16
257,466,1117798,15
257,466,1425320,23
257,466,1933908,14
257,466,1933984,14
257,466,1967496,23
257,466,1967570,23
257,466,1967983,26
257,466,1968057,25
257,466,2308779,11
257,466,2330989,0
257,466,2401861,791
258,379,496197,58
259,159,299142,0
259,159,299180,0
259,159,299885,0
259,159,300092,60
259,159,300155,60
259,159,383797,0
259,159,383827,0
259,159,383873,2
259,140,383906,4
259,159,383927,2
259,159,383988,1
259,159,384052,-1
259,140,384271,47
259,140,1529810,25
259,140,1603564,7
259,159,1786078,0
259,140,1786097,1
259,140,1786113,71
259,140,1786117,1
259,140,1786132,72
259,318,2114490,124
259,318,2114559,123
259,140,2122495,0
259,159,2122515,0
259,159,2199922,0
259,159,2199988,0
259,159,2200048,0
259,159,2200128,0
259,140,2200162,4
259,159,2200214,0
259,140,2200223,0
260,35,1112041,6
260,1,1813661,-1
260,1,1900004,0
261,66,762424,1185
261,66,935841,384
261,66,997377,700
261,367,1099440,1
261,367,1103264,3
261,66,1104519,812
261,66,1174171,0
261,66,1455262,0
261,66,1464055,5
261,367,1983827,1
261,367,2049198,25
262,399,734639,10
262,399,757441,7
262,112,1158245,11
262,399,1270608,61
262,399,1284288,0
262,399,1882347,0
262,399,1882372,0
262,399,1887639,0
262,399,2304665,0
262,399,2305142,0
263,167,1080295,-1
263,167,1444136,87
263,256,1861502,0
263,256,1861533,0
263,376,2308645,3
263,376,2308678,59
263,376,2331479,4
264,351,230772,0
265,185,1605536,0
266,353,754127,42
266,77,1064019,7
266,77,1064082,6
266,77,1064529,23
266,77,1064595,23
266,353,1106474,0
266,481,1106497,25
266,77,1359347,37
266,77,1359417,37
266,77,1501503,-1
266,77,1501577,2
266,77,2330926,120
268,409,578480,27
268,220,1609955,73
268,374,2306413,86
269,248,1696094,56
269,248,1782471,55
269,289,1805142,22
271,218,1069068,40
271,218,1072184,17
271,218,1503646,52
271,218,1506839,23
271,218,2118386,29
271,218,2196019,27
271,218,2274737,36
272,86,2040722,22
273,64,1021137,23
273,64,1022110,21
273,337,2303873,-1
273,337,2304061,-1
273,64,2310258,26
273,187,2310638,3
273,337,2311709,-1
273,337,2311741,-1
273,337,2311784,-1
273,337,2311874,-1
273,337,2311919,-1
273,64,2311978,123
273,64,2312215,18
273,337,2312327,-1
273,187,2322479,2
274,245,403971,31
274,413,698862,0
274,413,899804,5
274,413,1009854,4
274,245,1077188,23
274,245,1442837,15
274,413,1667830,3
274,413,1667937,3
275,496,1454768,776
276,297,383832,18
276,168,1017448,246
276,168,1018087,129
277,165,65769,104
277,165,504623,132
277,165,665134,800
277,165,998379,0
277,165,2118451,28
277,165,2295327,-1
277,165,2295349,14
278,478,2015615,51
278,478,2203605,-1
278,239,2204459,-1
278,239,2205338,-1
279,68,476960,74
279,450,657399,-1
279,68,817978,23
279,403,1100587,0
279,403,1340006,0
280,358,299129,51
280,358,564936,15
280,358,565784,15
280,358,904240,34
280,341,1331525,9
280,148,1499194,1
280,148,1499285,69
280,358,1508638,10
281,479,156120,0
281,479,215174,0
281,479,322254,0
281,479,1081263,92
281,479,1598649,106
281,479,1704834,0
281,479,2290287,283
282,434,238994,478
284,519,207448,2
284,391,738848,35
284,519,907701,49
284,519,994932,37
284,383,1684449,41
284,383,1687344,35
284,383,1700919,0
284,383,1700993,2
284,519,1943776,67
285,214,1118096,0
285,417,1686686,6
286,449,466590,16
287,203,216114,42
287,161,378887,21
287,161,379402,68
287,161,381440,0
287,203,752073,6
287,161,1619100,22
287,203,1945527,6
288,331,392311,-1
288,331,393812,-1
288,331,2216463,0
288,331,2216524,0
288,331,2216646,0
289,323,9252,-1
289,127,147326,58
289,127,147426,58
289,248,147811,87
289,143,232717,2
289,323,696085,3
289,323,697361,13
289,323,697447,3
289,143,753673,2
289,143,919143,-1
289,143,952647,-1
289,195,1009759,108
289,211,1118937,0
289,211,1119007,7
289,466,2225691,65
289,466,2225790,64
289,466,2312456,-1
289,466,2312572,-1
289,466,2330288,108
289,466,2359185,108
289,127,2410196,-1
290,315,467722,0
290,315,1695481,18
290,315,1695564,18
290,315,1871404,33
290,315,2222204,11
291,199,320538,2
291,198,844270,0
291,198,1325083,40
291,384,1952922,30
292,114,305430,19
292,482,339421,65
292,482,461827,22
292,114,475182,3
292,114,483591,0
292,482,519672,19
292,482,574495,39
292,482,575098,0
292,482,601403,157
292,114,910298,3
292,114,910464,5
292,478,1011790,220
292,482,1100642,0
292,478,1106019,27
292,114,1122206,2
292,482,1122216,39
292,478,1266977,32
292,482,1346858,36
292,114,1353784,2
292,478,1428385,2
292,478,1428439,1
292,478,1428677,2
292,478,1428704,2
292,478,1428830,2
292,478,1512170,11
292,114,1515828,2
292,478,1528161,2
292,344,1601847,22
292,478,1631038,4
292,478,1631049,3
292,478,1631337,2
292,482,1693586,2
292,482,1702542,45
292,482,1760862,0
292,482,1765950,0
292,114,1952453,27
292,482,1967401,13
292,482,2234302,-1
292,482,2276142,-1
292,478,2288230,-1
292,114,2293475,-1
292,114,2293577,53
293,4,672204,104
295,183,855842,5
295,462,1793721,25
296,118,302294,2
296,451,1943964,8
300,6,112174,0
300,6,112219,48
300,396,1081987,0
300,396,1082027,0
300,396,1082069,0
300,396,1255113,3
300,396,1255179,0
300,396,1255502,2
300,396,1255572,-1
300,396,1256097,192
300,396,1256164,192
300,396,1341032,111
300,396,1341104,111
300,396,1512134,30
300,396,1512205,30
300,396,2218919,0
300,396,2289999,0
300,396,2290081,-1
301,351,220436,-1
301,351,220503,3
301,351,225162,1057
301,351,225226,1057
301,351,244081,273
301,351,244147,271
301,351,332177,-1
301,351,332242,3
301,351,341081,-1
301,351,341147,3
301,351,342619,-1
301,351,342683,1
301,351,403990,-1
301,351,562275,93
301,351,657194,306
301,351,661424,18
301,351,677856,-1
301,351,824624,109
301,351,828865,318
301,74,839592,39
301,74,996321,356
301,74,1002011,200
301,351,1005339,260
301,351,1012848,859
301,351,1425710,-1
301,351,1943651,154
301,351,1948152,65
301,351,2197271,-1
302,84,2204215,3
302,84,2204291,2
303,348,1131682,63
303,158,1967672,11
304,126,1102591,2
304,126,1102622,11
304,126,1102650,-1
304,126,1102683,11
304,451,1962503,20
305,517,134196,0
305,197,162192,171
305,517,379294,89
305,517,389195,30
305,197,478904,3
305,517,927186,2
305,197,1020654,7
305,197,1025598,60
305,517,1029749,3
305,517,1029847,92
305,197,1089221,112
305,517,1091460,2
305,517,1091934,2
305,517,1091960,0
305,197,1159619,3
305,2,1159997,2
305,197,1270800,0
305,517,1271893,53
305,2,1272031,2
305,2,1276089,119
305,517,1286341,2
305,517,1356124,2
305,197,1357209,-1
305,2,1358435,0
305,2,1362497,119
305,469,1542169,4
305,197,1593478,3
305,197,1618331,0
305,197,1857842,3
305,197,1858066,4
305,197,1858151,385
305,197,1870477,3
305,197,1870646,2
305,469,1870692,3
305,197,1870752,101
305,469,1874787,9
305,517,1955974,37
305,2,2171396,110
305,469,2216415,13
305,197,2282432,3
305,517,2314286,0
306,235,990424,0
306,235,990436,0
306,235,2025614,36
307,156,222220,133
307,156,286064,0
307,156,288048,79
307,156,288219,0
307,156,288256,30
307,156,288927,41
307,156,2040571,9
308,162,662253,2
309,514,292837,33
309,514,899912,36
309,514,1787914,7
309,514,2203360,2
310,368,679408,8
310,368,748626,3
310,172,1010449,3
310,368,1282763,-1
310,368,1289286,19
310,368,1289463,136
310,368,1290167,55
310,368,1290702,103
310,171,1426421,4
310,171,1863448,-1
312,204,1214986,41
313,410,155233,48
313,209,574951,250
313,209,1099035,0
313,325,1619668,0
313,209,1646894,0
313,209,1819618,0
313,209,1819627,33
313,410,2062550,-1
313,410,2205004,0
313,209,2205028,0
315,524,314827,13
315,524,389563,2
315,290,467591,-1
315,29,1530951,176
315,290,1693823,-1
315,290,1693895,3
315,290,1871229,2
315,290,1874765,21
315,290,1934164,17
315,290,2027115,0
315,524,2121495,0
316,150,386814,28
316,437,1201047,73
316,437,1203538,54
317,80,397273,287
317,80,1862493,0
317,80,1862620,-1
317,80,1893988,-1
317,80,2117213,150
317,63,2134429,226
317,63,2134673,678
318,158,725512,27
318,140,1341069,71
318,112,1352443,0
318,112,1353058,38
318,112,1360134,53
318,112,1380370,45
318,158,1874927,17
318,259,2114465,-1
318,259,2114520,2
319,33,147385,203
319,33,147785,41
319,33,326268,3
319,33,326282,3
319,33,672489,84
319,33,741181,3
319,33,818314,137
319,33,829462,3
319,33,1012345,-1
319,33,1019374,34
319,33,1079919,39
319,32,1101058,2
319,33,1481443,2
319,33,1519943,83
319,33,1615154,65
319,33,1615162,72
319,33,1703634,49
319,33,1778084,67
319,33,1791927,3
319,33,1795988,18
319,33,1796271,94
319,33,1799286,49
319,33,1951970,262
319,33,2030197,4
319,33,2220418,0
319,33,2227022,4
321,102,1271315,486
321,191,1464240,0
321,191,1467109,0
322,97,246735,-1
322,208,479838,20
322,208,480099,2
322,208,1614807,6
322,97,1626773,-1
322,97,1626985,0
322,529,2236110,5
322,529,2236147,2
323,289,697190,0
323,289,952593,-1
323,289,959131,38
323,289,959345,22
323,83,1096287,14
324,192,327798,75
324,192,1290190,6
324,192,1880362,318
324,192,1892772,8
324,192,2139083,6
324,192,2220049,2
325,107,1113901,42
325,313,1619782,137
325,313,2372219,-1
326,167,2027255,72
327,404,476240,49
327,404,1012659,3
327,514,1366267,41
327,404,1434395,34
327,404,1619047,43
327,404,1670141,6
327,404,1862099,0
327,404,2406265,42
328,139,37663,2
328,139,38277,3
328,30,40020,55
328,200,480819,96
328,294,503729,23
328,131,645739,6
328,483,666929,3
328,131,1182621,2
328,131,1521589,149
328,131,2033062,0
328,131,2047649,11
328,131,2395440,6
329,157,128912,0
329,399,128968,15
329,157,1074883,0
330,88,212403,14
330,88,1759680,35
330,88,2203089,3
330,440,2203120,4
330,440,2203149,2
332,476,216582,40
332,476,570627,102
332,476,1506916,46
332,476,1805811,79
332,476,1856298,291
332,476,2295607,-1
333,169,49704,38
333,49,658462,0
333,49,725432,35
334,378,301043,3
334,147,582048,39
334,344,664802,29
334,429,1008517,19
334,38,1479737,7
334,38,1479759,38
334,344,1679414,-1
334,378,1680677,19
334,378,2289647,0
336,447,60310,169
336,447,291509,0
336,222,383467,39
336,447,467836,0
336,447,658317,26
336,40,665512,2
336,495,925042,53
336,447,1103862,4
336,447,1167178,349
336,447,1427797,34
336,66,1445499,4
336,447,1534134,3
336,447,1534179,0
336,447,1537483,173
336,66,1632577,4
336,66,1634812,5
336,447,1947280,0
336,495,1962679,66
336,447,2036054,0
336,447,2042859,179
338,361,1092151,-1
338,361,1092605,27
339,349,1337989,-1
340,159,40307,0
340,395,1021043,4
340,395,1779043,473
340,395,1798931,1320
340,395,1887669,749
340,395,1888436,5
340,395,1888467,602
340,395,1889178,709
340,159,1960099,0
340,159,1960357,50
340,159,2128298,0
340,159,2198663,46
340,159,2279655,10
341,69,1073561,-1
341,69,2203899,-1
