# source, target, timestamp, duration
342,315,1126723,189
342,315,1126879,190
342,315,1705711,957
342,315,1705863,957
344,334,486027,0
344,334,570068,33
344,207,666846,40
344,207,672448,0
344,207,672588,12
344,138,996789,58
344,138,1000926,0
344,334,1002843,0
344,334,1003309,108
344,138,1006720,24
344,138,1006776,16
344,98,1092751,0
344,34,1596504,16
344,478,1596547,2
344,292,1596580,0
344,125,1827909,71
344,1,1827995,210
344,1,1899350,0
344,296,2116989,66
344,137,2302861,0
344,137,2304190,0
344,1,2307238,1
344,1,2311315,10
347,521,1445176,2
347,521,1943327,2
347,478,2029090,0
348,158,127501,2
348,158,129270,3
348,158,629377,40
348,210,631921,21
348,158,655691,39
348,158,666961,4
348,442,743047,13
348,158,842869,45
348,158,851142,0
348,158,932506,5
348,303,1130917,0
348,303,1130929,31
348,303,1131529,4
348,303,1138084,46
348,158,1367863,3
348,158,1967298,30
348,442,2033438,40
348,158,2138477,74
348,158,2220220,41
348,442,2226064,0
348,158,2226650,5
348,210,2227327,10
348,158,2227612,24
348,158,2229671,15
348,442,2389664,21
349,111,387865,0
349,111,584221,55
349,111,598861,0
349,8,925863,2
349,8,926218,1
349,9,1020413,-1
349,9,1020486,0
349,427,1020549,268
349,427,1084517,-1
349,427,1088987,29
349,427,1092529,36
349,427,1092955,25
349,339,1338441,4
349,339,1338506,2
349,111,1690209,0
349,111,1692918,0
349,9,1715690,0
349,8,1781930,0
349,111,1781935,92
349,111,1784937,23
349,427,1976210,404
349,339,2202445,5
349,427,2292021,30
349,339,2304839,28
350,40,234591,-1
350,40,1088913,34
351,301,210658,1029
351,301,210736,1029
351,301,224492,5
351,301,224679,43
351,301,224756,43
351,301,294956,40
351,301,295032,40
351,301,338138,123
351,301,338216,123
351,301,391077,248
351,301,405327,154
351,301,567106,12
351,301,680628,126
351,301,829227,176
351,74,998401,5
351,74,998481,-1
351,301,1005017,4
351,301,1005044,3
351,301,1031306,134
351,301,1425749,4
351,301,1429033,89
351,301,1449538,781
351,301,1949169,18
351,301,2200233,208
352,490,1140996,65
352,490,1141003,-1
352,490,1141088,398
352,44,1187794,30
352,44,2274623,41
352,490,2394482,8
352,490,2394602,1
353,266,753889,2
353,106,1547374,2
354,47,824795,2
354,47,824863,-1
355,9,574160,-1
355,9,574239,0
355,9,581043,-1
355,9,581078,0
355,9,581111,24
355,9,581123,0
355,9,581188,24
355,369,1812071,12
355,369,1812078,-1
356,247,1699561,38
356,247,1702554,52
357,406,229737,50
357,406,2215766,3
357,406,2215875,2
358,39,567121,13
359,432,553738,3
359,432,830682,20
359,432,831707,26
359,432,1021258,3
359,432,1021277,3
359,432,1021672,70
359,432,1079580,51
359,432,1079786,31
359,432,1080327,3
359,432,1080542,11
359,432,2051570,3
361,338,1092505,8
362,219,3920,670
362,0,15466,5
362,0,15497,28
362,26,182142,3
362,26,930833,249
362,0,1142661,3
362,0,1556995,16
363,292,674040,18
364,205,65089,2
365,185,1506657,60
366,463,1020294,43
367,199,331891,205
367,199,392238,25
367,199,486577,26
367,199,656113,463
367,199,772372,279
367,199,940222,19
367,261,1093312,-1
367,261,1100107,0
367,199,1110257,250
367,199,1190404,80
367,199,1359546,69
367,199,1701645,27
367,261,2048495,-1
367,199,2306991,17
367,199,2313236,13
367,199,2323869,59
368,310,682409,1245
368,310,1286037,2784
368,310,1289328,0
368,119,1290242,371
368,310,1290622,0
368,310,1290817,1515
368,171,2228753,86
369,355,1849036,5
369,355,1849077,0
371,228,373301,2
371,491,1619517,3
371,491,1620011,0
371,491,1620021,9
371,491,1620039,42
371,491,1684547,-1
371,491,1684758,84
371,491,1685854,11
371,491,1686320,14
371,228,1802524,1
371,228,1802889,2
373,184,757404,4
373,184,758048,3
373,184,825223,3
373,184,1082694,48
373,421,1088469,2
373,184,2188722,27
376,263,1101144,120
376,263,2308501,4
376,263,2308648,6
376,263,2324367,0
376,263,2326424,24
377,178,912304,0
377,431,2125940,20
378,334,580413,11
378,334,1680751,23
378,334,2201091,5
378,95,2300917,20
378,95,2300960,16
380,370,406331,-1
381,196,542681,-1
381,481,1630375,-1
381,196,1630425,19
382,267,378917,53
382,255,1107215,50
382,255,1107575,40
383,284,1701025,31
384,291,388544,17
384,200,821433,-1
384,200,1080925,-1
384,291,1855924,12
385,532,1073233,34
386,103,663301,157
386,103,663418,157
386,103,2412958,83
386,103,2413081,83
388,373,1963949,-1
389,120,477391,60
389,523,920517,30
391,448,382479,28
391,71,667921,48
391,71,668559,19
391,71,737030,28
391,284,738811,0
391,71,1015951,46
391,71,1017393,60
391,71,1023405,24
391,71,1977124,27
391,130,1977184,6
394,446,302192,36
394,446,1946690,11
395,340,1021814,191
395,340,1888445,2
396,300,303043,19
396,300,406728,5
396,6,406769,0
396,300,418167,0
396,300,475419,2
396,300,737399,-1
396,300,839509,37
396,300,1250513,-1
396,6,1250574,0
396,6,1250576,0
396,300,1255891,-1
396,300,1447508,-1
396,300,1512112,-1
396,300,1512161,2
396,300,2048232,58
396,300,2048303,58
396,300,2117260,3
396,300,2117290,1
396,6,2117316,19
397,121,2366001,0
398,320,1096667,60
398,320,1096675,65
398,155,1196281,0
398,155,1196412,48
399,157,402499,11
399,262,563086,188
399,157,724014,0
399,503,724299,2
399,157,724612,0
399,262,734527,74
399,108,752925,2
399,503,1038266,0
399,108,1073571,1
399,157,1074545,0
399,262,1121519,7
399,503,1121638,1
399,157,1121675,0
399,262,1443453,0
399,108,1463283,9
399,108,1463326,267
399,108,1463329,-1
399,108,1463619,1
399,108,1464015,2
399,108,1511959,6
399,503,1595699,10
399,108,1678269,-1
399,503,1714212,39
399,503,1789360,4
399,503,1828628,0
399,262,1872696,1
399,262,1876547,55
399,157,1883387,43
399,157,1886282,70
399,262,1887621,0
399,108,1963040,55
399,503,1976138,24
399,503,2162967,0
399,503,2200809,19
399,262,2304918,2
399,157,2304946,0
400,441,69668,515
400,441,388090,59
400,441,388476,19
400,131,416852,7
400,441,927274,307
400,190,1016138,91
400,190,1019467,2
400,190,1019512,91
400,190,1019911,4
400,190,1022843,-1
400,190,1023293,-1
400,441,1091978,135
400,441,1097847,41
400,441,1099277,-1
400,441,1099678,26
400,441,1179457,131
400,441,1360179,218
400,441,1625449,-1
400,441,1681071,0
400,441,1690345,205
400,441,1699591,54
400,441,1703305,-1
400,441,1704757,32
400,441,2135080,-1
400,441,2138429,190
400,441,2236728,0
400,131,2236821,6
400,131,2291763,-1
400,441,2416059,13
402,187,506286,14
402,187,1125989,-1
403,279,152084,33
403,474,288011,23
403,68,729696,24
403,474,907390,75
403,474,1100247,44
403,474,1100496,32
403,279,1100562,-1
403,68,1100594,48
403,68,1101380,-1
403,279,1101412,43
403,474,1105808,43
403,474,1529381,60
404,327,311714,3
404,327,314403,2
404,327,315677,1
404,327,391616,87
404,327,493352,11
404,327,659779,70
404,327,660044,13
404,327,900544,44
404,327,1009042,33
404,327,1012275,-1
404,327,1012692,91
404,327,1085596,41
404,327,1618895,1
404,327,1962086,30
404,327,2118403,28
404,327,2222943,39
404,327,2404931,2
404,327,2405011,1
404,327,2405393,2
404,327,2405535,1
404,327,2405643,1
404,327,2405805,1
404,327,2405918,1
404,327,2406036,1
405,395,840078,24
405,395,947421,186
406,357,229966,0
406,357,229979,0
406,357,229983,0
406,357,229998,2
406,357,230026,16
406,357,395102,0
406,357,902488,2
406,357,944135,331
406,64,1106276,130
406,465,1512182,22
406,187,1591976,0
406,187,1592043,0
406,465,1721942,102
406,357,1855985,0
406,357,1856028,0
406,357,1856373,0
406,465,2196073,107
406,187,2199264,3
406,357,2216419,23
406,465,2385863,176
408,36,374639,159
408,42,1154126,-1
408,42,1154155,-1
408,42,1154184,-1
408,42,1154211,-1
408,42,1154238,-1
408,42,1154282,-1
408,42,1154313,-1
408,42,1154339,-1
408,42,1154368,-1
408,42,1154395,-1
408,42,1154717,-1
408,42,1154746,-1
408,42,1156261,27
409,212,143816,124
409,212,227391,128
409,212,229960,75
409,134,244473,1300
409,212,255168,62
409,212,392248,35
409,73,393278,24
409,212,396459,2
409,212,476351,108
409,212,480552,1
409,212,480607,69
409,268,579380,0
409,268,579462,0
409,268,579883,0
409,268,579911,0
409,134,594679,0
409,134,609183,2
409,212,746938,130
409,212,832674,34
409,212,1076677,2
409,212,1079876,-1
409,73,1083508,0
409,73,1083543,2
409,212,1117001,10
409,212,1169148,59
409,212,1211414,1
409,212,1211429,4
409,212,1211716,34
409,134,1247391,107
409,212,1262666,75
409,73,1338927,2
409,212,1353166,83
409,134,1470349,0
409,212,1470422,307
409,212,1508927,281
409,134,1529943,2
409,134,1530044,1
409,212,1530070,184
409,134,1530270,3
409,73,1618102,0
409,212,1685242,2
409,449,1701028,0
409,449,1701186,0
409,212,1703233,211
409,212,1705088,0
409,449,1705101,1
409,212,1705168,61
409,212,1706038,54
409,134,1707875,0
409,134,1716392,1
409,134,1718333,2
409,212,1741653,42
409,212,1743917,15
409,212,1879723,94
409,212,1902484,582
409,212,1958361,1
409,212,1958369,2
409,212,1958405,1
409,212,1958463,413
409,212,2027083,109
409,134,2057181,8
409,134,2057312,1
409,212,2288828,1
409,212,2289288,194
409,212,2304538,5
409,212,2305107,2
409,212,2376133,1
410,313,155621,2
410,209,594317,14
410,209,1628886,0
410,313,1628925,31
410,313,2062758,95
411,245,1009929,54
411,245,1082413,16
412,72,573486,0
412,9,1448614,481
412,9,1448693,482
413,411,38151,0
413,411,38192,28
413,411,38892,11
413,274,895924,36
413,411,1342949,2
413,411,1342994,22
413,245,1579518,20
413,274,1668012,24
413,274,2009885,16
414,203,2118119,2
415,511,401535,19
415,97,742377,0
415,511,1109611,0
415,138,1636611,0
415,511,2202728,11
415,138,2314885,116
415,138,2315867,23
415,511,2315986,0
415,138,2315990,144
416,285,394588,0
416,57,1116165,41
417,214,229835,0
417,214,490384,0
417,214,1103477,19
418,298,1093828,0
418,298,1093833,0
419,6,999510,0
419,6,1670481,31
421,14,206862,35
421,14,224147,34
421,14,773940,412
421,14,828111,155
421,14,1429493,75
421,14,1434795,30
421,14,1532292,137
421,14,1546043,173
421,14,1703218,209
421,14,1937564,0
421,14,2198874,319
421,14,2218560,60
422,51,925606,130
422,195,1002554,-1
422,486,1196356,30
422,486,1775209,4
422,486,2394513,45
422,486,2394709,42
423,452,831074,17
424,271,1168098,0
424,271,1168104,0
424,352,1610646,3
424,352,1611910,3
424,352,2208235,134
424,271,2381426,53
425,246,718649,61
425,246,1600245,1
425,343,1616428,133
425,246,1926429,86
426,100,1101583,2
427,349,1091770,25
427,349,2214599,171
427,349,2291318,32
427,349,2309384,0
428,242,903532,2
428,242,905542,2
428,242,906462,1
429,110,1155839,0
429,199,2364618,24
429,497,2367327,2
429,497,2370009,2
429,497,2370245,37
430,115,1598788,27
430,115,1599341,-1
430,115,1599763,45
432,359,389068,4
432,359,389508,4
432,359,553799,104
432,359,642583,25
432,359,653201,42
432,359,830234,42
432,359,831641,6
432,359,1021246,0
432,359,1021296,114
432,359,2052434,60
433,4,1188358,20
434,282,754273,120
434,206,1112450,29
434,206,1249498,46
434,206,1804944,4
435,29,88134,-1
435,29,112247,34
435,29,112524,61
435,29,123841,99
435,29,153780,-1
435,29,153818,-1
435,29,327205,118
435,29,528177,676
435,29,844604,84
435,29,1016675,10
435,29,1093633,-1
435,29,1094123,291
435,29,1180920,58
435,29,1534918,118
435,29,1621263,64
435,29,1621356,236
435,29,1681774,69
435,29,1909134,96
435,29,1924941,23
435,29,2067880,87
436,455,120489,105
436,455,136430,358
436,455,139769,108
436,455,140489,365
436,455,225236,229
436,455,234247,521
436,455,312354,1328
436,455,473424,4
436,455,483180,195
436,455,644576,1203
436,455,646759,179
436,455,680404,572
436,455,681907,349
436,455,739642,58
436,455,833910,18
436,455,833922,-1
436,455,919108,4
436,455,1333871,4
436,455,1337852,449
436,455,1436383,0
436,455,1939022,156
436,455,2066463,1058
436,455,2142559,51
436,455,2241087,110
436,455,2276047,5
436,455,2276112,7
436,455,2276310,174
436,455,2277525,176
436,455,2284408,4
436,455,2290689,4
436,455,2309161,0
436,455,2310858,266
438,195,1011171,113
439,138,1541406,50
440,88,474433,34
440,88,820950,19
440,88,900474,45
440,88,1341146,37
440,330,1426006,-1
440,88,1426039,43
440,88,1518001,45
440,88,1601294,-1
440,330,1601318,-1
440,88,1601362,19
440,88,2015400,39
440,88,2030390,-1
440,88,2033183,-1
440,88,2289114,7
441,400,1097321,2
441,400,1133109,10
441,400,1737429,3
441,400,2136115,0
441,131,2324304,9
442,348,340325,0
442,204,1536114,44
442,204,1971243,0
442,348,2223659,21
442,158,2228323,72
443,477,37049,20
443,477,412277,21
443,477,488498,52
443,477,688867,146
443,477,725936,0
443,477,730132,55
443,477,762372,3
443,477,945107,53
443,477,1024874,96
443,477,1447737,24
443,477,1448926,2
443,477,1514308,64
443,477,1544247,0
443,477,1633452,0
443,477,1715727,0
443,477,1715763,0
443,477,1719721,0
443,477,1721361,35
443,477,1722371,123
443,477,1724115,16
443,477,1790042,386
443,477,1894252,0
443,477,1894292,0
443,477,1894482,0
443,477,1894513,0
443,477,1943879,0
443,477,1944041,15
443,477,1965479,79
443,477,2149178,0
443,477,2390482,34
444,335,465852,24
444,335,1471274,0
444,335,1471366,0
444,335,1471710,0
444,335,1472181,0
444,335,1472282,2
444,335,1472311,77
444,335,1472327,-1
444,335,1472356,77
444,335,2283790,165
445,494,2031203,38
445,186,2387422,55
446,394,303373,11
446,394,376552,-1
446,394,1073817,-1
446,394,1860628,209
447,336,291458,-1
447,336,658297,-1
447,336,659697,25
447,336,737031,30
447,336,855907,183
447,336,1016103,-1
447,336,1103345,-1
447,336,1103907,14
447,336,1166524,-1
447,336,1415114,11
447,336,1533818,-1
447,336,1535166,-1
448,130,76891,7
448,130,287444,0
448,130,380917,57
448,71,382664,28
448,130,382988,71
448,71,474042,72
448,130,677056,713
448,71,764650,672
448,71,765942,132
448,130,821848,6
448,130,1166838,0
448,71,1615503,3
448,130,1631305,0
448,71,1683587,2
448,71,1686646,4
448,71,1775470,13
448,130,1782128,2
448,130,1788255,116
448,71,1869823,2
448,130,1953554,596
448,130,2223412,96
449,409,1702875,68
449,409,1705132,25
450,403,200263,0
450,68,311512,67
450,279,1340099,110
451,296,301854,44
451,227,906385,0
452,174,151363,-1
452,116,996030,0
452,174,1010621,83
452,174,1031431,-1
452,174,1033812,-1
452,174,2202239,37
453,180,2046409,864
454,101,71648,142
454,101,1359915,166
454,101,2217704,11
455,436,119224,0
455,436,119425,5
455,436,120175,5
455,436,120336,4
455,436,122297,31
455,436,401327,83
455,436,401446,208
455,436,476463,6
455,436,919155,723
455,436,1008903,151
455,436,1335078,215
455,436,1369468,-1
455,436,1440375,-1
455,17,1634003,65
455,436,1938729,0
455,436,2058727,5
455,436,2134045,0
455,436,2290046,-1
455,436,2292120,232
455,436,2309207,150
456,475,147053,53
456,475,150303,-1
456,475,324404,-1
456,475,328053,-1
456,475,399003,12
456,475,471788,-1
456,475,472871,-1
456,475,1586506,49
456,475,1792919,106
456,475,1947278,87
456,475,1948283,-1
456,475,1977622,-1
456,475,1980854,16
459,137,309968,36
459,137,466762,81
460,175,480763,-1
460,324,672323,61
460,346,672414,117
460,346,1013330,53
460,180,1094697,73
461,491,2050181,-1
462,479,576348,43
462,479,1238841,0
462,479,1238850,31
462,479,1238891,119
462,295,1789107,89
462,479,2371597,0
464,37,1594500,43
465,406,1440018,489
465,406,2385789,2
466,257,731853,30
466,257,731935,31
466,257,1074293,2
466,257,1074395,-1
466,257,1102420,3
466,257,1102502,-1
466,257,1422255,54
466,257,1422323,54
466,257,1933838,1
466,257,1933921,-1
466,257,2030419,30
466,257,2030505,30
466,257,2309853,-1
466,257,2310953,-1
466,289,2329014,28
466,257,2329365,-1
466,289,2357920,28
467,185,113127,-1
467,17,853729,0
467,17,853736,11
467,17,853743,-1
467,17,2200175,0
468,209,55423,83
469,250,303887,10
469,250,304184,53
469,250,1083159,85
469,305,1545374,98
469,305,1546034,52
469,305,2216747,-1
470,531,488701,0
471,11,1693175,-1
471,11,1693221,55
471,63,1698686,239
472,142,1534868,17
473,472,1877709,-1
474,403,1080647,0
474,403,1081809,0
474,403,1082237,65
474,68,1101778,2
474,403,1106356,4
474,403,1519534,0
474,403,1616631,0
474,403,1616656,0
474,403,1616719,0
474,403,1616767,0
474,403,1616878,1
475,456,146777,0
475,456,146786,3
475,456,325241,0
475,456,325258,2
475,456,328846,3
475,456,330511,2
475,456,332240,1
475,456,470774,2
475,157,471130,0
475,157,471145,0
475,456,472014,2
475,456,472923,92
475,234,586354,63
475,157,605502,0
475,157,605598,0
475,255,1275756,270
475,255,1275758,-1
475,492,1689247,-1
475,492,1777320,2
475,456,1793042,14
475,456,1978070,83
475,443,2212276,3
475,477,2212309,25
475,157,2298963,0
475,157,2305883,0
476,332,47697,18
476,332,125449,21
476,332,216106,3
476,332,216179,0
476,332,236309,84
476,332,523145,129
476,332,563772,4
476,332,569633,0
476,332,569643,0
476,332,569660,4
476,332,569686,2
476,332,569722,2
476,332,570500,4
476,332,729248,2
476,332,901523,20
476,332,996360,1
476,332,1099154,0
476,332,1099184,0
476,332,1099322,2
476,332,1099748,2
476,332,1100100,16
476,332,1155112,3
476,332,1506414,2
476,332,1508121,0
476,332,1508144,5
476,332,1508185,8
476,332,1793562,434
476,332,1802918,0
476,332,1802924,2
476,143,1802989,13
476,332,1855893,2
476,332,1856269,0
476,332,1856281,2
476,143,1862242,0
476,332,2108743,2
476,332,2108773,0
476,332,2108803,16
476,332,2294778,111
477,443,411314,42
477,443,566071,-1
477,443,651123,13
477,443,687044,-1
477,443,726656,-1
477,443,729178,-1
477,443,759833,45
477,84,1088400,-1
477,270,1088480,159
477,270,1089626,34
477,270,1091743,16
477,443,1444767,7
477,443,1448977,10
477,443,1943597,-1
477,443,1944016,-1
477,84,2239705,-1
477,84,2239811,-1
477,84,2239848,-1
477,84,2239943,-1
477,443,2290595,-1
477,443,2290634,-1
478,278,305486,64
478,292,489013,15
478,292,899429,9
478,292,910489,46
478,292,1105472,6
478,292,1105515,5
478,292,1267033,37
478,292,1267172,10
478,292,1371308,10
478,239,1415536,0
478,239,1415542,0
478,239,1415581,17
478,292,1428331,0
478,292,1428476,20
478,292,1443021,59
478,292,1676815,32
478,292,1677906,57
478,292,1679163,18
478,292,1955777,40
478,278,2015456,4
478,278,2015467,3
478,239,2187410,0
478,292,2289393,0
478,278,2295102,101
479,281,212511,-1
479,265,212563,63
479,281,1597616,2
479,281,1616480,18
479,265,1688335,0
479,281,1703213,2
479,281,1704962,120
479,281,1862149,2
479,281,1954475,3
481,225,31312,11
481,196,1082805,68
481,381,1473477,303
481,225,1615998,10
481,196,1948962,31
482,292,129719,-1
482,292,141119,6
482,118,220149,30
482,292,373415,25
482,292,484425,6
482,292,496504,0
482,292,667975,0
482,292,721864,61
482,292,726145,38
482,136,927431,454
482,118,1011575,342
482,136,1124455,0
482,292,1124463,21
482,118,1439666,0
482,118,1439711,0
482,118,1440431,0
482,136,1440487,0
482,136,1440651,21
482,292,1445512,12
482,292,1445868,3
482,292,1693329,0
482,292,1693651,26
482,292,1957841,0
482,292,1961765,38
482,292,2234328,255
482,292,2276228,21
482,292,2299544,39
482,292,2300471,32
482,118,2309579,2
482,292,2312936,0
482,118,2316428,97
484,432,2333665,218
485,494,1774181,-1
485,494,1774295,2
485,494,1775908,73
485,494,1776020,73
485,494,1776251,27
485,494,1776364,27
485,494,1824220,-1
485,494,1824332,4
485,494,2301161,-1
485,494,2301280,3
486,422,1285773,0
486,422,2394139,2
486,422,2394293,1
487,230,495427,94
487,163,996769,17
488,223,65271,-1
488,223,2142083,636
489,153,318321,22
489,153,553441,-1
489,153,1096530,73
489,153,2291178,14
490,352,1136674,4
490,352,2394687,68
491,371,1619990,6
491,371,1620002,0
493,183,218524,46
493,295,837079,41
493,295,837872,31
493,295,838251,488
493,132,908360,0
493,132,908386,0
493,132,911081,138
493,132,913598,0
493,132,913615,102
493,132,1108743,0
493,295,1174071,8
493,132,1272275,0
494,485,1775429,0
494,485,1775556,-1
494,445,1788393,43
494,445,2135438,74
494,445,2138018,3
494,485,2301237,28
494,485,2301368,28
495,336,751472,0
495,336,924848,0
495,336,1178454,108
495,534,1424099,67
495,336,1962487,0
497,429,2370059,-1
497,429,2370188,-1
497,289,2407040,47
497,289,2407608,64
497,289,2414934,78
498,240,720150,0
498,240,1868160,15
498,240,2149466,13
498,240,2298952,13
499,24,1116246,47
499,24,1118896,100
500,151,493874,-1
500,151,1165634,100
500,253,1687411,30
501,180,126529,-1
501,180,126835,-1
502,248,124255,-1
502,248,395541,170
502,248,1677986,16
503,157,301434,-1
503,399,724926,21
503,399,1037466,-1
503,399,1039393,39
503,157,1110697,38
503,157,1111010,8
503,399,1524233,76
503,399,1595546,-1
503,399,1787367,-1
503,399,1789391,32
503,399,1791775,15
503,157,1791870,-1
503,399,1854201,42
503,399,1863615,9
503,157,1868362,21
503,157,1869683,35
503,157,1872359,56
503,399,1884760,28
503,399,2025857,23
503,399,2199863,-1
503,157,2202754,-1
503,157,2295202,25
503,157,2304560,-1
504,75,810445,-1
504,75,810620,-1
504,75,810825,78
504,220,1862276,213
505,99,132569,44
505,59,511578,-1
505,59,522287,72
505,99,1091366,-1
505,99,1091541,111
505,99,1954753,18
505,99,2131797,74
505,276,2205978,10
508,20,2323539,0
509,387,140651,27
510,165,591173,38
511,415,1079335,41
511,415,1105115,107
511,415,1111338,44
511,415,1258641,11
511,415,1686732,-1
511,415,2319966,1
511,415,2331260,-1
512,72,615241,111
512,72,813651,90
512,332,1767955,-1
514,327,1364904,0
515,238,1087503,-1
516,387,2304247,53
517,305,927163,-1
517,305,927215,-1
517,305,1030924,-1
517,305,1030991,59
517,305,1031138,24
517,305,1095794,309
517,48,1161058,25
517,305,1282733,-1
517,305,1286542,117
517,305,1356186,81
517,48,1358032,14
517,48,1845789,-1
517,48,1853420,145
517,48,1874096,678
517,305,1955812,-1
517,305,1974604,887
518,96,1014075,-1
518,174,1388157,99
518,174,1388283,196
519,284,207224,-1
519,284,207544,71
519,284,737000,18
521,347,1943522,34
522,334,605696,-1
522,82,1101743,87
522,82,2402522,99
522,82,2403061,54
523,389,823273,11
523,389,994570,66
523,389,994722,14
523,389,1445602,18
523,389,2213071,25
523,389,2220067,43
523,389,2398287,62
524,315,314950,99
525,3,1169606,-1
525,3,1169994,95
525,3,1243514,31
525,3,1694325,-1
525,3,1846181,-1
526,375,2034033,-1
527,324,374067,21
527,44,905741,70
527,44,1001360,63
527,352,1194600,36
528,13,823327,33
530,137,216901,10
530,459,222761,24
530,137,825071,-1
530,137,825248,-1
530,137,826496,0
530,137,2032081,0
530,137,2032272,0
532,104,1794151,67
532,189,2132381,4
532,90,2132435,43
532,90,2284961,0
534,188,237052,48
534,173,389303,29
534,345,607771,-1
534,345,607827,-1
535,271,1512612,27
535,144,1791035,23
